date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,pickup_datetime,pickup_hour,pickup_day,pickup_dayofweek
2024-07-12 06:29:00,06:29:00,CNR6985136798,success,CID570499,auto,vijayanagar,hsr layout,49.0,80.0,,,No,,490,cash,19,4.0,3.7,2024-07-12 06:29:00,6,2024-07-12,Friday
2024-07-02 10:58:00,10:58:00,CNR7117455425,success,CID510678,auto,cox town,yeshwanthpur,189.0,140.0,,,No,,442,cash,11,5.0,4.4,2024-07-02 10:58:00,10,2024-07-02,Tuesday
2024-07-28 21:37:00,21:37:00,CNR4099416480,canceled by customer,CID733411,ebike,vijayanagar,sarjapur road,,,Driver is not moving towards pickup location,,,,317,unknown,0,4.0,4.0,2024-07-28 21:37:00,21,2024-07-28,Sunday
2024-07-25 00:37:00,00:37:00,CNR6436958369,success,CID299943,mini,rajarajeshwari nagar,kadugodi,147.0,30.0,,,No,,773,cash,30,4.1,3.7,2024-07-25 00:37:00,0,2024-07-25,Thursday
2024-07-07 07:25:00,07:25:00,CNR1166009134,success,CID374944,prime suv,koramangala,jayanagar,70.0,110.0,,,No,,338,upi,45,4.2,4.9,2024-07-07 07:25:00,7,2024-07-07,Sunday
2024-07-05 15:08:00,15:08:00,CNR8139899690,canceled by driver,CID374062,prime plus,banashankari,varthur,,,,Customer was coughing/sick,,,480,unknown,0,4.0,4.0,2024-07-05 15:08:00,15,2024-07-05,Friday
2024-07-22 04:40:00,04:40:00,CNR5470390669,canceled by driver,CID744447,prime suv,majestic,varthur,,,,Personal & Car related issue,,,635,unknown,0,4.0,4.0,2024-07-22 04:40:00,4,2024-07-22,Monday
2024-07-30 11:27:00,11:27:00,CNR3841819354,driver not found,CID891490,prime plus,whitefield,jayanagar,,,,,,,289,unknown,0,4.0,4.0,2024-07-30 11:27:00,11,2024-07-30,Tuesday
2024-07-08 22:03:00,22:03:00,CNR2972367693,success,CID105950,auto,richmond town,devanahalli,196.0,145.0,,,Yes,customer demand,147,cash,8,4.5,4.1,2024-07-08 22:03:00,22,2024-07-08,Monday
2024-07-23 11:27:00,11:27:00,CNR6232246063,success,CID769503,bike,btm layout,koramangala,147.0,115.0,,,No,,1706,cash,42,3.5,3.7,2024-07-23 11:27:00,11,2024-07-23,Tuesday
2024-07-17 21:20:00,21:20:00,CNR9404578832,success,CID378454,prime plus,majestic,rt nagar,252.0,120.0,,,No,,350,cash,37,4.8,3.6,2024-07-17 21:20:00,21,2024-07-17,Wednesday
2024-07-12 17:12:00,17:12:00,CNR4417099042,success,CID806089,ebike,richmond town,sahakar nagar,105.0,55.0,,,No,,364,upi,7,3.8,3.4,2024-07-12 17:12:00,17,2024-07-12,Friday
2024-07-02 08:18:00,08:18:00,CNR2641153857,success,CID129167,auto,shantinagar,jp nagar,224.0,145.0,,,No,,927,upi,3,3.3,3.1,2024-07-02 08:18:00,8,2024-07-02,Tuesday
2024-07-25 23:30:00,23:30:00,CNR2560932274,success,CID377862,mini,hosur road,jayanagar,273.0,100.0,,,No,,958,upi,11,4.0,4.7,2024-07-25 23:30:00,23,2024-07-25,Thursday
2024-07-21 17:13:00,17:13:00,CNR3796153048,success,CID982645,auto,yeshwanthpur,vijayanagar,98.0,115.0,,,No,,225,cash,9,3.9,3.7,2024-07-21 17:13:00,17,2024-07-21,Sunday
2024-07-26 10:05:00,10:05:00,CNR4422540411,driver not found,CID195029,prime suv,chamarajpet,kr puram,,,,,,,160,unknown,0,4.0,4.0,2024-07-26 10:05:00,10,2024-07-26,Friday
2024-07-13 15:34:00,15:34:00,CNR1352282782,canceled by driver,CID219304,prime suv,rt nagar,chickpet,,,,Personal & Car related issue,,,210,unknown,0,4.0,4.0,2024-07-13 15:34:00,15,2024-07-13,Saturday
2024-07-08 21:31:00,21:31:00,CNR9309200985,success,CID537739,bike,kadugodi,kadugodi,252.0,115.0,,,No,,2128,cash,34,4.3,4.9,2024-07-08 21:31:00,21,2024-07-08,Monday
2024-07-07 05:04:00,05:04:00,CNR1383037213,success,CID256199,mini,koramangala,frazer town,196.0,95.0,,,No,,196,cash,22,4.8,3.7,2024-07-07 05:04:00,5,2024-07-07,Sunday
2024-07-21 18:31:00,18:31:00,CNR5719703025,success,CID427967,auto,kr puram,electronic city,168.0,135.0,,,No,,883,upi,18,4.5,4.2,2024-07-21 18:31:00,18,2024-07-21,Sunday
2024-07-20 18:58:00,18:58:00,CNR5875392992,success,CID510971,ebike,mysore road,chamarajpet,294.0,30.0,,,No,,1528,cash,4,4.5,4.1,2024-07-20 18:58:00,18,2024-07-20,Saturday
2024-07-20 07:18:00,07:18:00,CNR2370284319,driver not found,CID457440,bike,bellandur,marathahalli,,,,,,,773,unknown,0,4.0,4.0,2024-07-20 07:18:00,7,2024-07-20,Saturday
2024-07-25 11:13:00,11:13:00,CNR8717737777,success,CID991598,ebike,rajajinagar,kr puram,217.0,30.0,,,No,,960,credit card,37,3.9,4.7,2024-07-25 11:13:00,11,2024-07-25,Thursday
2024-07-14 05:35:00,05:35:00,CNR4454872872,canceled by driver,CID737892,ebike,sahakar nagar,kammanahalli,,,,Customer was coughing/sick,,,194,unknown,0,4.0,4.0,2024-07-14 05:35:00,5,2024-07-14,Sunday
2024-07-10 03:37:00,03:37:00,CNR3514039261,canceled by driver,CID255157,auto,marathahalli,langford town,,,,Customer related issue,,,831,unknown,0,4.0,4.0,2024-07-10 03:37:00,3,2024-07-10,Wednesday
2024-07-09 21:27:00,21:27:00,CNR2546138483,canceled by customer,CID593213,prime plus,peenya,sahakar nagar,,,Driver asked to cancel,,,,149,unknown,0,4.0,4.0,2024-07-09 21:27:00,21,2024-07-09,Tuesday
2024-07-13 04:28:00,04:28:00,CNR7191693432,success,CID533785,mini,hennur,rajarajeshwari nagar,56.0,105.0,,,No,,817,cash,9,4.5,4.6,2024-07-13 04:28:00,4,2024-07-13,Saturday
2024-07-27 20:27:00,20:27:00,CNR2467658974,canceled by customer,CID196983,prime sedan,hulimavu,tumkur road,,,Driver is not moving towards pickup location,,,,324,unknown,0,4.0,4.0,2024-07-27 20:27:00,20,2024-07-27,Saturday
2024-07-29 09:33:00,09:33:00,CNR9203440250,success,CID729470,ebike,mg road,yeshwanthpur,266.0,35.0,,,No,,188,cash,13,4.0,3.8,2024-07-29 09:33:00,9,2024-07-29,Monday
2024-07-15 05:20:00,05:20:00,CNR9046239016,success,CID841376,prime plus,richmond town,shivajinagar,168.0,100.0,,,No,,190,credit card,29,4.7,4.5,2024-07-15 05:20:00,5,2024-07-15,Monday
2024-07-17 03:33:00,03:33:00,CNR6418945641,success,CID313307,prime plus,yelahanka,shivajinagar,252.0,125.0,,,No,,288,upi,1,4.9,3.1,2024-07-17 03:33:00,3,2024-07-17,Wednesday
2024-07-09 23:08:00,23:08:00,CNR3129369437,success,CID489447,bike,kammanahalli,bellandur,196.0,80.0,,,No,,160,upi,44,3.2,4.3,2024-07-09 23:08:00,23,2024-07-09,Tuesday
2024-07-16 14:08:00,14:08:00,CNR9013309114,success,CID579512,prime suv,chickpet,vijayanagar,294.0,50.0,,,No,,497,cash,28,4.7,4.4,2024-07-16 14:08:00,14,2024-07-16,Tuesday
2024-07-21 05:53:00,05:53:00,CNR8359817659,success,CID213118,mini,chamarajpet,kengeri,203.0,90.0,,,No,,181,cash,3,3.8,3.7,2024-07-21 05:53:00,5,2024-07-21,Sunday
2024-07-21 11:52:00,11:52:00,CNR3000027229,driver not found,CID640322,ebike,frazer town,nagarbhavi,,,,,,,124,unknown,0,4.0,4.0,2024-07-21 11:52:00,11,2024-07-21,Sunday
2024-07-06 12:20:00,12:20:00,CNR4270244949,success,CID571824,ebike,kammanahalli,koramangala,98.0,60.0,,,No,,564,cash,32,4.3,4.7,2024-07-06 12:20:00,12,2024-07-06,Saturday
2024-07-14 14:44:00,14:44:00,CNR7813314134,success,CID908749,mini,kr puram,hosur road,126.0,140.0,,,No,,275,upi,28,3.3,4.4,2024-07-14 14:44:00,14,2024-07-14,Sunday
2024-07-17 20:45:00,20:45:00,CNR9659727877,driver not found,CID498948,ebike,hsr layout,majestic,,,,,,,279,unknown,0,4.0,4.0,2024-07-17 20:45:00,20,2024-07-17,Wednesday
2024-07-28 17:35:00,17:35:00,CNR6016549823,canceled by driver,CID690708,ebike,kengeri,langford town,,,,More than permitted people in there,,,1267,unknown,0,4.0,4.0,2024-07-28 17:35:00,17,2024-07-28,Sunday
2024-07-30 18:19:00,18:19:00,CNR3787187394,canceled by driver,CID420389,prime suv,nagarbhavi,bannerghatta road,,,,More than permitted people in there,,,147,unknown,0,4.0,4.0,2024-07-30 18:19:00,18,2024-07-30,Tuesday
2024-07-27 20:06:00,20:06:00,CNR3583922049,success,CID373801,prime suv,shivajinagar,bannerghatta road,182.0,110.0,,,No,,456,cash,17,4.0,4.5,2024-07-27 20:06:00,20,2024-07-27,Saturday
2024-07-21 10:23:00,10:23:00,CNR4820793168,canceled by customer,CID673094,bike,hulimavu,electronic city,,,Driver is not moving towards pickup location,,,,276,unknown,0,4.0,4.0,2024-07-21 10:23:00,10,2024-07-21,Sunday
2024-07-21 12:38:00,12:38:00,CNR4974727309,canceled by driver,CID121065,auto,ramamurthy nagar,sarjapur road,,,,Customer related issue,,,487,unknown,0,4.0,4.0,2024-07-21 12:38:00,12,2024-07-21,Sunday
2024-07-13 09:49:00,09:49:00,CNR9189721702,success,CID174629,mini,bellandur,hebbal,168.0,25.0,,,No,,411,upi,22,4.6,4.5,2024-07-13 09:49:00,9,2024-07-13,Saturday
2024-07-16 18:46:00,18:46:00,CNR5059902987,success,CID864499,prime sedan,frazer town,padmanabhanagar,224.0,120.0,,,No,,307,credit card,5,3.8,4.1,2024-07-16 18:46:00,18,2024-07-16,Tuesday
2024-07-02 23:30:00,23:30:00,CNR1114734513,success,CID618151,ebike,kadugodi,magadi road,252.0,145.0,,,No,,2416,cash,35,4.6,3.3,2024-07-02 23:30:00,23,2024-07-02,Tuesday
2024-07-22 15:35:00,15:35:00,CNR4778127499,success,CID376607,auto,chamarajpet,shantinagar,182.0,70.0,,,No,,979,cash,11,3.8,3.1,2024-07-22 15:35:00,15,2024-07-22,Monday
2024-07-19 00:54:00,00:54:00,CNR2717945256,canceled by driver,CID955823,prime sedan,hosur road,magadi road,,,,Customer related issue,,,2019,unknown,0,4.0,4.0,2024-07-19 00:54:00,0,2024-07-19,Friday
2024-07-16 17:14:00,17:14:00,CNR8488549749,success,CID400439,mini,indiranagar,padmanabhanagar,217.0,105.0,,,No,,487,cash,12,4.9,3.9,2024-07-16 17:14:00,17,2024-07-16,Tuesday
2024-07-07 19:09:00,19:09:00,CNR6522404686,driver not found,CID129567,mini,marathahalli,jayanagar,,,,,,,311,unknown,0,4.0,4.0,2024-07-07 19:09:00,19,2024-07-07,Sunday
2024-07-24 18:55:00,18:55:00,CNR2803080302,success,CID280353,ebike,whitefield,rajajinagar,252.0,140.0,,,No,,216,cash,4,4.9,3.5,2024-07-24 18:55:00,18,2024-07-24,Wednesday
2024-07-05 21:42:00,21:42:00,CNR1988404235,success,CID710215,ebike,malleshwaram,magadi road,161.0,105.0,,,No,,139,upi,32,4.0,3.6,2024-07-05 21:42:00,21,2024-07-05,Friday
2024-07-24 16:50:00,16:50:00,CNR2034737579,success,CID775139,ebike,shivajinagar,btm layout,56.0,55.0,,,No,,117,cash,45,4.5,4.4,2024-07-24 16:50:00,16,2024-07-24,Wednesday
2024-07-04 06:10:00,06:10:00,CNR5178009852,canceled by customer,CID255206,bike,kengeri,peenya,,,Driver is not moving towards pickup location,,,,2645,unknown,0,4.0,4.0,2024-07-04 06:10:00,6,2024-07-04,Thursday
2024-07-30 12:42:00,12:42:00,CNR3171182031,success,CID519789,mini,malleshwaram,bellandur,252.0,95.0,,,No,,497,cash,13,3.0,3.2,2024-07-30 12:42:00,12,2024-07-30,Tuesday
2024-07-09 12:11:00,12:11:00,CNR3267990387,success,CID110992,auto,majestic,kr puram,154.0,80.0,,,No,,269,upi,15,4.8,4.9,2024-07-09 12:11:00,12,2024-07-09,Tuesday
2024-07-08 09:29:00,09:29:00,CNR6605750009,success,CID359971,auto,langford town,koramangala,91.0,50.0,,,No,,370,upi,1,3.6,4.8,2024-07-08 09:29:00,9,2024-07-08,Monday
2024-07-26 00:07:00,00:07:00,CNR6305600701,success,CID693378,bike,majestic,banashankari,210.0,85.0,,,No,,393,cash,39,4.8,4.6,2024-07-26 00:07:00,0,2024-07-26,Friday
2024-07-29 17:11:00,17:11:00,CNR6911830304,success,CID315055,bike,ramamurthy nagar,hebbal,140.0,40.0,,,No,,645,cash,39,4.3,5.0,2024-07-29 17:11:00,17,2024-07-29,Monday
2024-07-14 03:54:00,03:54:00,CNR7327101903,canceled by driver,CID112153,prime suv,mysore road,sarjapur road,,,,Customer related issue,,,157,unknown,0,4.0,4.0,2024-07-14 03:54:00,3,2024-07-14,Sunday
2024-07-26 10:49:00,10:49:00,CNR5020879080,success,CID301063,auto,peenya,jayanagar,168.0,145.0,,,No,,148,cash,14,3.3,4.7,2024-07-26 10:49:00,10,2024-07-26,Friday
2024-07-25 09:17:00,09:17:00,CNR8119528542,canceled by driver,CID434832,ebike,basavanagudi,shivajinagar,,,,More than permitted people in there,,,307,unknown,0,4.0,4.0,2024-07-25 09:17:00,9,2024-07-25,Thursday
2024-07-12 01:02:00,01:02:00,CNR1486105974,canceled by customer,CID128248,auto,cox town,mysore road,,,Driver asked to cancel,,,,1109,unknown,0,4.0,4.0,2024-07-12 01:02:00,1,2024-07-12,Friday
2024-07-05 10:18:00,10:18:00,CNR1338034458,success,CID715250,prime sedan,kadugodi,sahakar nagar,112.0,55.0,,,No,,1149,upi,20,5.0,3.6,2024-07-05 10:18:00,10,2024-07-05,Friday
2024-07-12 08:57:00,08:57:00,CNR9391122608,success,CID789928,auto,ramamurthy nagar,basavanagudi,35.0,65.0,,,No,,132,cash,7,4.1,4.0,2024-07-12 08:57:00,8,2024-07-12,Friday
2024-07-24 13:56:00,13:56:00,CNR3641831258,canceled by driver,CID718920,prime suv,tumkur road,malleshwaram,,,,More than permitted people in there,,,2527,unknown,0,4.0,4.0,2024-07-24 13:56:00,13,2024-07-24,Wednesday
2024-07-11 07:53:00,07:53:00,CNR7140214679,success,CID592076,auto,kammanahalli,banashankari,168.0,100.0,,,No,,240,cash,3,3.4,4.3,2024-07-11 07:53:00,7,2024-07-11,Thursday
2024-07-04 00:06:00,00:06:00,CNR5328593241,success,CID815371,mini,jp nagar,kengeri,133.0,110.0,,,No,,393,cash,38,3.1,4.0,2024-07-04 00:06:00,0,2024-07-04,Thursday
2024-07-21 23:32:00,23:32:00,CNR1466848937,canceled by customer,CID971476,prime sedan,sahakar nagar,kadugodi,,,Wrong Address,,,,205,unknown,0,4.0,4.0,2024-07-21 23:32:00,23,2024-07-21,Sunday
2024-07-03 08:48:00,08:48:00,CNR5429916509,success,CID370802,bike,frazer town,malleshwaram,280.0,80.0,,,No,,640,cash,10,4.0,4.0,2024-07-03 08:48:00,8,2024-07-03,Wednesday
2024-07-14 12:27:00,12:27:00,CNR7241767493,canceled by driver,CID294012,prime suv,rt nagar,jayanagar,,,,Customer related issue,,,303,unknown,0,4.0,4.0,2024-07-14 12:27:00,12,2024-07-14,Sunday
2024-07-24 16:32:00,16:32:00,CNR3800185971,canceled by driver,CID293136,prime plus,ramamurthy nagar,frazer town,,,,Personal & Car related issue,,,273,unknown,0,4.0,4.0,2024-07-24 16:32:00,16,2024-07-24,Wednesday
2024-07-28 01:06:00,01:06:00,CNR6162716266,success,CID147118,prime suv,btm layout,kammanahalli,231.0,120.0,,,No,,139,upi,4,3.5,3.1,2024-07-28 01:06:00,1,2024-07-28,Sunday
2024-07-16 23:19:00,23:19:00,CNR8356178872,canceled by customer,CID757394,mini,ramamurthy nagar,indiranagar,,,Wrong Address,,,,727,unknown,0,4.0,4.0,2024-07-16 23:19:00,23,2024-07-16,Tuesday
2024-07-09 10:10:00,10:10:00,CNR6022509455,driver not found,CID623870,ebike,vijayanagar,padmanabhanagar,,,,,,,383,unknown,0,4.0,4.0,2024-07-09 10:10:00,10,2024-07-09,Tuesday
2024-07-06 05:36:00,05:36:00,CNR4554069086,success,CID566561,bike,sarjapur road,devanahalli,49.0,100.0,,,No,,1544,upi,23,3.1,4.6,2024-07-06 05:36:00,5,2024-07-06,Saturday
2024-07-09 06:59:00,06:59:00,CNR9815960575,canceled by customer,CID711175,mini,banashankari,kadugodi,,,Wrong Address,,,,379,unknown,0,4.0,4.0,2024-07-09 06:59:00,6,2024-07-09,Tuesday
2024-07-06 05:48:00,05:48:00,CNR7209621806,success,CID408795,bike,rajajinagar,rajajinagar,42.0,105.0,,,No,,390,cash,20,4.7,4.6,2024-07-06 05:48:00,5,2024-07-06,Saturday
2024-07-30 04:00:00,04:00:00,CNR3600613848,success,CID487145,ebike,kammanahalli,jayanagar,231.0,85.0,,,No,,155,cash,45,4.5,3.2,2024-07-30 04:00:00,4,2024-07-30,Tuesday
2024-07-27 21:39:00,21:39:00,CNR5538706301,success,CID718510,bike,ulsoor,devanahalli,273.0,60.0,,,Yes,customer demand,373,cash,16,3.3,4.5,2024-07-27 21:39:00,21,2024-07-27,Saturday
2024-07-24 02:37:00,02:37:00,CNR2012597986,canceled by customer,CID852893,bike,rajajinagar,rt nagar,,,Driver asked to cancel,,,,635,unknown,0,4.0,4.0,2024-07-24 02:37:00,2,2024-07-24,Wednesday
2024-07-17 23:42:00,23:42:00,CNR1956509469,success,CID475873,prime sedan,kengeri,jayanagar,231.0,115.0,,,No,,419,cash,28,3.3,3.4,2024-07-17 23:42:00,23,2024-07-17,Wednesday
2024-07-22 03:10:00,03:10:00,CNR1823663487,success,CID861980,prime suv,jp nagar,bannerghatta road,280.0,55.0,,,No,,276,upi,42,4.4,3.3,2024-07-22 03:10:00,3,2024-07-22,Monday
2024-07-20 22:35:00,22:35:00,CNR2314992114,success,CID363573,prime sedan,rajarajeshwari nagar,hosur road,217.0,70.0,,,No,,143,upi,3,3.7,3.3,2024-07-20 22:35:00,22,2024-07-20,Saturday
2024-07-01 22:05:00,22:05:00,CNR9923334356,success,CID469504,prime suv,langford town,varthur,112.0,125.0,,,No,,2145,upi,42,3.4,3.7,2024-07-01 22:05:00,22,2024-07-01,Monday
2024-07-03 06:23:00,06:23:00,CNR6256477414,success,CID588701,ebike,chamarajpet,mg road,133.0,100.0,,,No,,120,upi,22,3.9,3.9,2024-07-03 06:23:00,6,2024-07-03,Wednesday
2024-07-15 04:28:00,04:28:00,CNR8001939660,canceled by driver,CID644216,mini,shivajinagar,langford town,,,,Customer was coughing/sick,,,479,unknown,0,4.0,4.0,2024-07-15 04:28:00,4,2024-07-15,Monday
2024-07-18 18:07:00,18:07:00,CNR7126931040,success,CID141424,ebike,banashankari,kengeri,266.0,110.0,,,No,,472,credit card,11,3.0,3.8,2024-07-18 18:07:00,18,2024-07-18,Thursday
2024-07-08 10:04:00,10:04:00,CNR8157781857,success,CID828588,ebike,vijayanagar,rajajinagar,308.0,100.0,,,No,,395,cash,44,4.3,4.5,2024-07-08 10:04:00,10,2024-07-08,Monday
2024-07-26 10:35:00,10:35:00,CNR5273395617,canceled by driver,CID982907,prime plus,malleshwaram,jp nagar,,,,Personal & Car related issue,,,881,unknown,0,4.0,4.0,2024-07-26 10:35:00,10,2024-07-26,Friday
2024-07-25 01:16:00,01:16:00,CNR6328822041,success,CID789095,prime plus,whitefield,kadugodi,91.0,25.0,,,No,,442,upi,16,4.7,3.0,2024-07-25 01:16:00,1,2024-07-25,Thursday
2024-07-08 13:44:00,13:44:00,CNR4021688698,success,CID672349,mini,shivajinagar,hosur road,77.0,40.0,,,No,,998,cash,37,4.5,4.4,2024-07-08 13:44:00,13,2024-07-08,Monday
2024-07-23 04:24:00,04:24:00,CNR7890024225,success,CID964596,bike,nagarbhavi,nagarbhavi,196.0,100.0,,,No,,396,upi,9,3.2,4.5,2024-07-23 04:24:00,4,2024-07-23,Tuesday
2024-07-21 10:29:00,10:29:00,CNR4337092090,success,CID937876,mini,electronic city,whitefield,294.0,115.0,,,No,,2351,cash,42,4.3,4.8,2024-07-21 10:29:00,10,2024-07-21,Sunday
2024-07-17 15:15:00,15:15:00,CNR6170848245,success,CID895289,mini,peenya,indiranagar,203.0,120.0,,,No,,744,cash,13,5.0,4.6,2024-07-17 15:15:00,15,2024-07-17,Wednesday
2024-07-10 22:18:00,22:18:00,CNR5718604920,success,CID693249,ebike,cox town,bannerghatta road,189.0,25.0,,,No,,454,cash,32,4.8,4.1,2024-07-10 22:18:00,22,2024-07-10,Wednesday
2024-07-18 16:56:00,16:56:00,CNR6258435036,canceled by driver,CID367073,prime suv,mg road,hsr layout,,,,Customer was coughing/sick,,,317,unknown,0,4.0,4.0,2024-07-18 16:56:00,16,2024-07-18,Thursday
2024-07-25 08:41:00,08:41:00,CNR8041688827,success,CID383883,prime sedan,majestic,majestic,147.0,105.0,,,No,,246,upi,28,4.3,3.2,2024-07-25 08:41:00,8,2024-07-25,Thursday
2024-07-22 12:13:00,12:13:00,CNR5740296521,driver not found,CID563967,prime plus,jp nagar,devanahalli,,,,,,,406,unknown,0,4.0,4.0,2024-07-22 12:13:00,12,2024-07-22,Monday
2024-07-12 20:13:00,20:13:00,CNR2438958955,success,CID398520,auto,electronic city,electronic city,266.0,100.0,,,No,,424,upi,15,3.8,3.8,2024-07-12 20:13:00,20,2024-07-12,Friday
2024-07-17 02:09:00,02:09:00,CNR7326397540,canceled by driver,CID892026,mini,tumkur road,nagarbhavi,,,,Personal & Car related issue,,,107,unknown,0,4.0,4.0,2024-07-17 02:09:00,2,2024-07-17,Wednesday
2024-07-06 01:01:00,01:01:00,CNR4445692871,success,CID714472,auto,indiranagar,hosur road,119.0,105.0,,,No,,398,upi,3,3.5,4.0,2024-07-06 01:01:00,1,2024-07-06,Saturday
2024-07-24 10:13:00,10:13:00,CNR1103147587,success,CID523151,prime plus,hsr layout,malleshwaram,189.0,125.0,,,No,,240,cash,35,4.2,4.8,2024-07-24 10:13:00,10,2024-07-24,Wednesday
2024-07-12 09:05:00,09:05:00,CNR3847808131,success,CID790460,bike,kadugodi,vijayanagar,308.0,100.0,,,No,,459,upi,19,3.1,3.2,2024-07-12 09:05:00,9,2024-07-12,Friday
2024-07-09 06:34:00,06:34:00,CNR1942181766,success,CID869107,ebike,indiranagar,vijayanagar,91.0,75.0,,,No,,306,upi,29,3.6,4.8,2024-07-09 06:34:00,6,2024-07-09,Tuesday
2024-07-04 21:36:00,21:36:00,CNR7920662745,canceled by driver,CID225902,bike,kengeri,kengeri,,,,Customer related issue,,,218,unknown,0,4.0,4.0,2024-07-04 21:36:00,21,2024-07-04,Thursday
2024-07-12 16:28:00,16:28:00,CNR1433444637,canceled by driver,CID928956,bike,koramangala,hebbal,,,,Customer related issue,,,258,unknown,0,4.0,4.0,2024-07-12 16:28:00,16,2024-07-12,Friday
2024-07-29 02:18:00,02:18:00,CNR8817743988,canceled by driver,CID114765,ebike,frazer town,shivajinagar,,,,Personal & Car related issue,,,199,unknown,0,4.0,4.0,2024-07-29 02:18:00,2,2024-07-29,Monday
2024-07-27 06:53:00,06:53:00,CNR7302765547,success,CID997676,mini,peenya,magadi road,259.0,135.0,,,No,,167,upi,49,3.9,4.8,2024-07-27 06:53:00,6,2024-07-27,Saturday
2024-07-28 10:34:00,10:34:00,CNR8269723985,success,CID221458,prime sedan,langford town,electronic city,154.0,75.0,,,No,,421,upi,12,3.4,4.7,2024-07-28 10:34:00,10,2024-07-28,Sunday
2024-07-03 10:52:00,10:52:00,CNR5308051944,success,CID672065,bike,kadugodi,mg road,147.0,50.0,,,No,,407,cash,45,3.4,4.7,2024-07-03 10:52:00,10,2024-07-03,Wednesday
2024-07-20 20:26:00,20:26:00,CNR4323559406,success,CID190472,prime plus,jayanagar,rt nagar,56.0,40.0,,,Yes,customer demand,412,upi,7,3.2,4.3,2024-07-20 20:26:00,20,2024-07-20,Saturday
2024-07-18 05:56:00,05:56:00,CNR9475214460,success,CID183045,prime plus,rajarajeshwari nagar,kadugodi,77.0,105.0,,,No,,993,upi,5,4.4,4.5,2024-07-18 05:56:00,5,2024-07-18,Thursday
2024-07-25 13:50:00,13:50:00,CNR4912070238,success,CID578900,ebike,electronic city,devanahalli,203.0,120.0,,,No,,253,upi,18,3.3,4.6,2024-07-25 13:50:00,13,2024-07-25,Thursday
2024-07-09 01:36:00,01:36:00,CNR4104674568,canceled by driver,CID303561,prime plus,kengeri,langford town,,,,Customer was coughing/sick,,,612,unknown,0,4.0,4.0,2024-07-09 01:36:00,1,2024-07-09,Tuesday
2024-07-19 06:43:00,06:43:00,CNR5886110535,success,CID489825,prime plus,ramamurthy nagar,jayanagar,217.0,30.0,,,No,,113,cash,15,4.7,4.2,2024-07-19 06:43:00,6,2024-07-19,Friday
2024-07-27 21:58:00,21:58:00,CNR8610440603,success,CID359510,ebike,chickpet,malleshwaram,133.0,65.0,,,No,,997,cash,28,4.6,4.5,2024-07-27 21:58:00,21,2024-07-27,Saturday
2024-07-26 12:08:00,12:08:00,CNR4124518265,success,CID546004,prime suv,ulsoor,ulsoor,98.0,70.0,,,No,,418,cash,5,4.7,3.8,2024-07-26 12:08:00,12,2024-07-26,Friday
2024-07-28 13:45:00,13:45:00,CNR5796464172,success,CID813222,prime sedan,whitefield,majestic,287.0,90.0,,,No,,573,cash,43,3.1,4.5,2024-07-28 13:45:00,13,2024-07-28,Sunday
2024-07-07 08:19:00,08:19:00,CNR4670936264,success,CID992473,prime suv,jp nagar,devanahalli,161.0,65.0,,,No,,131,upi,20,4.9,3.9,2024-07-07 08:19:00,8,2024-07-07,Sunday
2024-07-20 02:05:00,02:05:00,CNR4855418420,canceled by driver,CID522137,prime suv,rajarajeshwari nagar,malleshwaram,,,,Personal & Car related issue,,,244,unknown,0,4.0,4.0,2024-07-20 02:05:00,2,2024-07-20,Saturday
2024-07-04 10:22:00,10:22:00,CNR2293570918,success,CID787819,mini,whitefield,varthur,77.0,145.0,,,No,,116,cash,9,4.4,3.4,2024-07-04 10:22:00,10,2024-07-04,Thursday
2024-07-29 02:49:00,02:49:00,CNR7466583362,success,CID625894,prime plus,mg road,yelahanka,56.0,120.0,,,No,,826,upi,47,4.9,3.7,2024-07-29 02:49:00,2,2024-07-29,Monday
2024-07-20 23:09:00,23:09:00,CNR5719138155,success,CID884092,bike,magadi road,richmond town,91.0,120.0,,,No,,345,upi,20,4.7,3.4,2024-07-20 23:09:00,23,2024-07-20,Saturday
2024-07-02 06:40:00,06:40:00,CNR3438479399,canceled by customer,CID936761,prime sedan,shantinagar,kammanahalli,,,Driver is not moving towards pickup location,,,,190,unknown,0,4.0,4.0,2024-07-02 06:40:00,6,2024-07-02,Tuesday
2024-07-19 02:19:00,02:19:00,CNR3888164451,success,CID714643,mini,vijayanagar,hsr layout,70.0,105.0,,,No,,498,cash,31,4.2,4.1,2024-07-19 02:19:00,2,2024-07-19,Friday
2024-07-15 16:07:00,16:07:00,CNR7842569691,success,CID400768,prime suv,peenya,magadi road,112.0,45.0,,,No,,145,upi,1,4.3,4.1,2024-07-15 16:07:00,16,2024-07-15,Monday
2024-07-27 14:30:00,14:30:00,CNR2507909303,canceled by customer,CID452157,mini,kammanahalli,bellandur,,,Driver asked to cancel,,,,454,unknown,0,4.0,4.0,2024-07-27 14:30:00,14,2024-07-27,Saturday
2024-07-12 19:06:00,19:06:00,CNR4157001697,success,CID330487,prime plus,kadugodi,whitefield,287.0,145.0,,,No,,477,cash,48,3.6,3.0,2024-07-12 19:06:00,19,2024-07-12,Friday
